,CTA Station,Station_Location,Venue,Venue Latitude,Venue Longitude,Venue Category
6587,Rockwell,"[41.966115, -87.6941]",River Park,41.97397526178019,-87.702608799882,Park
6588,Rockwell,"[41.966115, -87.6941]",Aroy Thai,41.96664242897097,-87.67913827251321,Thai Restaurant
6589,Rockwell,"[41.966115, -87.6941]",The Grafton Irish Pub & Grill,41.96403469030594,-87.68554057151623,Pub
6590,Rockwell,"[41.966115, -87.6941]",Oromo Cafe,41.966883423068275,-87.6872518658638,Café
6591,Rockwell,"[41.966115, -87.6941]",La Brasa Roja,41.96122269382181,-87.70688295430658,South American Restaurant
6592,Rockwell,"[41.966115, -87.6941]",L.D. Pho,41.96731602823035,-87.70849853886685,Vietnamese Restaurant
6593,Rockwell,"[41.966115, -87.6941]",Sticky Rice,41.954604930379794,-87.68852813604624,Thai Restaurant
6594,Rockwell,"[41.966115, -87.6941]",Cardinal Wine & Spirits,41.97095529460096,-87.68992436124437,Dive Bar
6595,Rockwell,"[41.966115, -87.6941]",Lutz Cafe & Pastry Shop,41.96132742460512,-87.6909573311331,Bakery
6596,Rockwell,"[41.966115, -87.6941]",Budacki's Drive-In,41.968179,-87.678959,Hot Dog Joint
6597,Rockwell,"[41.966115, -87.6941]",Fountainhead,41.961552826499926,-87.67882552398153,Bar
6598,Rockwell,"[41.966115, -87.6941]",Templestowe Pub,41.96115013098452,-87.70720681047872,Bar
6599,Rockwell,"[41.966115, -87.6941]",Bang Bang Pie & Biscuits,41.972005201176316,-87.67925000190922,Restaurant
6600,Rockwell,"[41.966115, -87.6941]",Ultimate Ninjas Chicago,41.96115694827208,-87.70164595819858,Indoor Play Area
6601,Rockwell,"[41.966115, -87.6941]",DANK Haus German American Cultural Center,41.968237868564636,-87.68898092519984,Museum
6602,Rockwell,"[41.966115, -87.6941]",Baobab Bbq,41.975784,-87.6869,BBQ Joint
6603,Rockwell,"[41.966115, -87.6941]",Tony's Fresh Market,41.9771067360391,-87.6923453073386,Market
6604,Rockwell,"[41.966115, -87.6941]",River Valley Ranch & Kitchens,41.96521467263785,-87.6754674310513,Gourmet Shop
6605,Rockwell,"[41.966115, -87.6941]",Amy's Candy Bar,41.967084772603776,-87.67914762073876,Candy Store
6606,Rockwell,"[41.966115, -87.6941]",Ravenswood Manor Park,41.96537737727884,-87.70077803848685,Park
6607,Rockwell,"[41.966115, -87.6941]",Shanghai Inn,41.96764935212436,-87.67909085560011,Chinese Restaurant
6608,Rockwell,"[41.966115, -87.6941]",District,41.969858468796964,-87.67916762119772,Furniture / Home Store
6609,Rockwell,"[41.966115, -87.6941]",Great Sea Chinese Restaurant,41.96849636464853,-87.71067780634868,Chinese Restaurant
6610,Rockwell,"[41.966115, -87.6941]",Bottles & Cans,41.95622985124288,-87.68013594651906,Beer Store
6611,Rockwell,"[41.966115, -87.6941]",Groundswell Coffee Roasters,41.969987910551374,-87.67917580969463,Coffee Shop
6612,Rockwell,"[41.966115, -87.6941]",Over Easy,41.97191324295557,-87.67927586666251,Breakfast Spot
6613,O'Hare,"[41.97766526, -87.90422307]",Garrett Popcorn Shops,41.97604660359226,-87.9020243883133,Snack Place
6614,O'Hare,"[41.97766526, -87.90422307]",Garrett Popcorn Shops,41.97883016620477,-87.90689040352754,Snack Place
6615,O'Hare,"[41.97766526, -87.90422307]",Tortas Frontera by Rick Bayless,41.98000043685342,-87.90680342509039,Mexican Restaurant
6616,O'Hare,"[41.97766526, -87.90422307]",Tortas Frontera by Rick Bayless,41.975421410706076,-87.90014678520672,Mexican Restaurant
6617,O'Hare,"[41.97766526, -87.90422307]",Argo Tea,41.97581698348863,-87.90259022164942,Tea Room
6618,O'Hare,"[41.97766526, -87.90422307]",Argo Tea,41.977469867001915,-87.89913343859924,Tea Room
6619,O'Hare,"[41.97766526, -87.90422307]",American Airlines Flagship Lounge,41.974532996890694,-87.89962323290801,Airport Lounge
6620,O'Hare,"[41.97766526, -87.90422307]",Summer House Santa Monica,41.97661053403628,-87.90558269601848,American Restaurant
6621,O'Hare,"[41.97766526, -87.90422307]",Vosges Haut Chocolat,41.975431,-87.900601,Chocolate Shop
6622,O'Hare,"[41.97766526, -87.90422307]",TSA Precheck Terminal 1,41.97853070548796,-87.90660712942952,Airport Service
6623,O'Hare,"[41.97766526, -87.90422307]",Starbucks,41.97914746831395,-87.90682151913643,Coffee Shop
6624,O'Hare,"[41.97766526, -87.90422307]",Delta Air Lines Ticket Counter,41.97641836746026,-87.9045703416341,Airport Service
6625,O'Hare,"[41.97766526, -87.90422307]",Vosges Haut Chocolat,41.978006967425216,-87.90712055962169,Chocolate Shop
6626,O'Hare,"[41.97766526, -87.90422307]",United Polaris Lounge,41.97876941947598,-87.91073486208916,Airport Lounge
6627,O'Hare,"[41.97766526, -87.90422307]",Publican Tavern,41.97657317115191,-87.90090845754365,Gastropub
6628,O'Hare,"[41.97766526, -87.90422307]",O'Hare Yoga Room,41.975486932746016,-87.90324509704142,Yoga Studio
6629,O'Hare,"[41.97766526, -87.90422307]",Nuts on Clark,41.974364316104044,-87.90048094524438,Snack Place
6630,O'Hare,"[41.97766526, -87.90422307]",Starbucks,41.97636508761344,-87.90535497136388,Coffee Shop
6631,O'Hare,"[41.97766526, -87.90422307]",Shoe Hospital,41.97606140687211,-87.90103328731482,Shoe Store
6632,O'Hare,"[41.97766526, -87.90422307]",Nuts On Clark,41.9756642699009,-87.90596342923867,Snack Place
6633,O'Hare,"[41.97766526, -87.90422307]",Argo Tea,41.9753483785223,-87.90661359943748,Tea Room
6634,O'Hare,"[41.97766526, -87.90422307]",American Airlines Admirals Club,41.97495785942164,-87.89996981620789,Airport Lounge
6635,O'Hare,"[41.97766526, -87.90422307]",Starbucks,41.97345745470443,-87.90332987217877,Coffee Shop
6636,O'Hare,"[41.97766526, -87.90422307]",Jamba Juice,41.97834223750417,-87.90691352100112,Juice Bar
6637,O'Hare,"[41.97766526, -87.90422307]",Starbucks,41.97683392017352,-87.91067392748674,Coffee Shop
6638,O'Hare,"[41.97766526, -87.90422307]",Brachiosaurus Altithorax,41.978923840975796,-87.9068343599947,Exhibit
6639,O'Hare,"[41.97766526, -87.90422307]",O'Hare URBAN Garden,41.975391800880054,-87.90332544817633,Garden
6640,O'Hare,"[41.97766526, -87.90422307]",Red Mango,41.977890583726925,-87.90709957576809,Frozen Yogurt Shop
6641,O'Hare,"[41.97766526, -87.90422307]",Garrett Popcorn Shop,41.974009,-87.888882,Gourmet Shop
6642,O'Hare,"[41.97766526, -87.90422307]",Goose Island Beer Co.,41.97705588351108,-87.9072140874541,Beer Bar
6643,O'Hare,"[41.97766526, -87.90422307]",Wicker Park Seafood & Sushi,41.97680831463837,-87.91060745716095,Seafood Restaurant
6644,O'Hare,"[41.97766526, -87.90422307]",American Airlines,41.97672057875174,-87.90122509002686,Airport Service
6645,O'Hare,"[41.97766526, -87.90422307]",United Club,41.9745619370165,-87.90666648590486,Airport Lounge
6646,O'Hare,"[41.97766526, -87.90422307]",Coach,41.97671467683633,-87.90579450025689,Accessories Store
6647,O'Hare,"[41.97766526, -87.90422307]",United Airlines,41.9788776881296,-87.90635559823536,Airport Service
6648,O'Hare,"[41.97766526, -87.90422307]",Wicker Park Seafood & Sushi,41.97689082048119,-87.90607124187169,Seafood Restaurant
6649,O'Hare,"[41.97766526, -87.90422307]",Oakley,41.9789728,-87.9069231,Accessories Store
6650,O'Hare,"[41.97766526, -87.90422307]",Starbucks,41.977287669289865,-87.89883770921733,Coffee Shop
6651,O'Hare,"[41.97766526, -87.90422307]",Berghoff Cafe,41.98047322353814,-87.90992519052597,American Restaurant
6652,O'Hare,"[41.97766526, -87.90422307]",Bubbles Wine Bar,41.97550729,-87.90047838,Wine Bar
6653,O'Hare,"[41.97766526, -87.90422307]",Burger Federation,41.978382,-87.897514,Burger Joint
6654,O'Hare,"[41.97766526, -87.90422307]",Terminal Getaway Spa,41.976057702441395,-87.90216374160508,Spa
6655,O'Hare,"[41.97766526, -87.90422307]",United Club,41.97812610936378,-87.90665920304076,Airport Lounge
6656,O'Hare,"[41.97766526, -87.90422307]",Jazz the Bar,41.979194521861,-87.91036206876286,Bar
6657,O'Hare,"[41.97766526, -87.90422307]",Smoothie King,41.977611,-87.907204,Smoothie Shop
6658,O'Hare,"[41.97766526, -87.90422307]",Planet Smoothie,41.97716218232593,-87.91057409805302,Smoothie Shop
6659,O'Hare,"[41.97766526, -87.90422307]",JetBlue Airlines,41.97738896403033,-87.89932522689924,Airport Service
6660,O'Hare,"[41.97766526, -87.90422307]",Saladworks,41.97741847450652,-87.91049437480977,Salad Place
6661,O'Hare,"[41.97766526, -87.90422307]",The Goddess and Grocer,41.974980744128146,-87.8902816831264,American Restaurant
6662,O'Hare,"[41.97766526, -87.90422307]",Auntie Anne's,41.9788394461691,-87.91015427123057,Snack Place
6663,O'Hare,"[41.97766526, -87.90422307]",T-Mobile,41.97397402054054,-87.9006485225617,Mobile Phone Shop
6664,O'Hare,"[41.97766526, -87.90422307]",TCBY,41.977064,-87.898167,Frozen Yogurt Shop
6665,O'Hare,"[41.97766526, -87.90422307]",Rocky Mountain Chocolate Factory,41.9807773264304,-87.90640475148827,Dessert Shop
6666,O'Hare,"[41.97766526, -87.90422307]",Starbucks,41.97437742247415,-87.89710050228078,Coffee Shop
6667,O'Hare,"[41.97766526, -87.90422307]",Hub51,41.974393339245566,-87.89069238992798,American Restaurant
6668,O'Hare,"[41.97766526, -87.90422307]",Michael Kors,41.974979,-87.891388,Boutique
6669,O'Hare,"[41.97766526, -87.90422307]",Starbucks,41.98078287682257,-87.90973227560536,Coffee Shop
6670,O'Hare,"[41.97766526, -87.90422307]",Tortas Frontera by Rick Bayless,41.97407688018011,-87.89015936825308,Mexican Restaurant
6671,O'Hare,"[41.97766526, -87.90422307]",Starbucks,41.98077117239818,-87.90962570673302,Coffee Shop
6672,O'Hare,"[41.97766526, -87.90422307]",Starbucks,41.98111362335445,-87.90632908071339,Coffee Shop
6673,O'Hare,"[41.97766526, -87.90422307]",Urban Olive,41.97439728826435,-87.8907395832357,Mediterranean Restaurant
6674,O'Hare,"[41.97766526, -87.90422307]",RJ Grunts,41.97436714507862,-87.89084275844563,American Restaurant
6675,O'Hare,"[41.97766526, -87.90422307]",Brookstone,41.9747308026714,-87.89063572883606,Electronics Store
6676,O'Hare,"[41.97766526, -87.90422307]",Tocco,41.9752270561409,-87.89148759868112,Italian Restaurant
6677,O'Hare,"[41.97766526, -87.90422307]",Gold Coast Dogs,41.974727367610846,-87.8905750449911,Hot Dog Joint
6678,O'Hare,"[41.97766526, -87.90422307]",McDonald's,41.98007639030633,-87.90656805038452,Fast Food Restaurant
6679,O'Hare,"[41.97766526, -87.90422307]",Metropolis Coffee,41.975090993008166,-87.89014776434172,Coffee Shop
6680,O'Hare,"[41.97766526, -87.90422307]",Wow Bao,41.97461097200382,-87.8904830673553,Asian Restaurant
6681,O'Hare,"[41.97766526, -87.90422307]",Great American Bagel & Bakery,41.980772881397364,-87.90639945871862,Bagel Shop
6682,O'Hare,"[41.97766526, -87.90422307]",Galileo Liquor Bar,41.981101486918995,-87.90577673276974,Pub
6683,O'Hare,"[41.97766526, -87.90422307]",In The Middle Of The Michigam Ocean,41.98094203687149,-87.89418996819316,Moving Target
6684,O'Hare,"[41.97766526, -87.90422307]",Emirates Reservation & Ticketing,41.976812,-87.89095,Airport Service
6685,O'Hare,"[41.97766526, -87.90422307]",Kôfē,41.974570554078994,-87.89123134952126,Coffee Shop
6686,O'Hare,"[41.97766526, -87.90422307]",Currency Exchange,41.974707246359856,-87.89115758088883,Currency Exchange
6687,O'Hare,"[41.97766526, -87.90422307]",US Customs and Border Protection (CBP),41.97415784003506,-87.89138889391324,Border Crossing
6688,O'Hare,"[41.97766526, -87.90422307]",Copa Airlines Ticket Counter,41.97520336662213,-87.8909078106517,Airport Service
6689,O'Hare,"[41.97766526, -87.90422307]",Tax & Duty Free,41.97459,-87.89079,Duty-free Shop
6690,O'Hare,"[41.97766526, -87.90422307]",Worldwide VIP Lounge,41.974792111928195,-87.89047156487698,Airport Terminal
6691,O'Hare,"[41.97766526, -87.90422307]",Wyndham Chicago O'Hare,41.98383476905263,-87.91611671447754,Hotel
6692,O'Hare,"[41.97766526, -87.90422307]",British Airways First Class Lounge,41.97410704627054,-87.89028153168701,Airport Lounge
6693,Roosevelt,"[41.867405, -87.62659]",Kriser's Natural Pet,41.869137,-87.627229,Pet Service
6694,Roosevelt,"[41.867405, -87.62659]",Stan's Donuts & Coffee,41.86751588099169,-87.62640161558092,Coffee Shop
6695,Roosevelt,"[41.867405, -87.62659]",Eleven City Diner,41.86845,-87.626118,Diner
6696,Roosevelt,"[41.867405, -87.62659]",Trader Joe's,41.86781995584835,-87.62543401885742,Grocery Store
6697,Roosevelt,"[41.867405, -87.62659]",Tejas Yoga,41.86558442987478,-87.6260841022444,Yoga Studio
6698,Roosevelt,"[41.867405, -87.62659]",Five Guys,41.8678354,-87.62606,Burger Joint
6699,Roosevelt,"[41.867405, -87.62659]",Yolk,41.86884163463689,-87.62413883815206,Breakfast Spot
6700,Roosevelt,"[41.867405, -87.62659]",Flo & Santos,41.86539778457376,-87.62612274462062,Pizza Place
6701,Roosevelt,"[41.867405, -87.62659]",Fruve Xpress Juicery,41.868388031046415,-87.62579478497571,Juice Bar
6702,Roosevelt,"[41.867405, -87.62659]",Lowcountry,41.868200251019736,-87.6257980109591,Cajun / Creole Restaurant
6703,Roosevelt,"[41.867405, -87.62659]",Giordano's,41.8645621,-87.6244,Pizza Place
6704,Roosevelt,"[41.867405, -87.62659]",The Agora,41.86799488502903,-87.62346625328064,Sculpture Garden
6705,Roosevelt,"[41.867405, -87.62659]",Armand's Victory Tap,41.8635388765408,-87.62409492432234,Italian Restaurant
6706,Roosevelt,"[41.867405, -87.62659]",Jazz Showcase,41.87164953224227,-87.6287068370349,Jazz Club
6707,Roosevelt,"[41.867405, -87.62659]",Lou Malnati's Pizzeria,41.871588484773355,-87.62742544507326,Pizza Place
6708,Roosevelt,"[41.867405, -87.62659]",Yoga Six,41.86756505396456,-87.63272128298414,Yoga Studio
6709,Roosevelt,"[41.867405, -87.62659]",Grant Park Skate Plaza,41.8683699419436,-87.62282942802132,Skate Park
6710,Roosevelt,"[41.867405, -87.62659]",HALO [FOR MEN],41.86433097075479,-87.62413386729811,Salon / Barbershop
6711,Roosevelt,"[41.867405, -87.62659]",Solo Eye Care,41.862725159322935,-87.6240724947533,Optical Shop
6712,Roosevelt,"[41.867405, -87.62659]",Kai Sushi,41.865916263527325,-87.62723361921967,Sushi Restaurant
6713,Roosevelt,"[41.867405, -87.62659]",Fleet Feet Sports,41.86776028723348,-87.63246741226392,Sporting Goods Shop
6714,Roosevelt,"[41.867405, -87.62659]",Fitness Formula Club (FFC),41.86831581258437,-87.62727376385699,Gym
6715,Roosevelt,"[41.867405, -87.62659]",ShowPlace ICON at Roosevelt Collection,41.8695233002326,-87.63271255790784,Multiplex
6716,Roosevelt,"[41.867405, -87.62659]",Buddy Guy's Legends,41.87303431768606,-87.62613544504586,Music Venue
6717,Roosevelt,"[41.867405, -87.62659]",Daniel Webster Park,41.86674142540472,-87.62277260413238,Park
6718,Roosevelt,"[41.867405, -87.62659]",Artist & Craftsman Supply,41.871087530669676,-87.62582710396619,Arts & Crafts Store
6719,Roosevelt,"[41.867405, -87.62659]",Kasey's Tavern,41.87331679994802,-87.62928390127831,Pub
6720,Roosevelt,"[41.867405, -87.62659]",Nando's Peri-Peri,41.86961552058229,-87.63266196134563,Portuguese Restaurant
6721,Roosevelt,"[41.867405, -87.62659]",UMAI Japanese Kitchen & Sushi,41.87221295586109,-87.63072419318077,Japanese Restaurant
6722,Roosevelt,"[41.867405, -87.62659]",The Field Museum,41.86632227693518,-87.61702679762847,History Museum
6723,Roosevelt,"[41.867405, -87.62659]",Warehouse Liquors,41.87337477294143,-87.62603320338408,Liquor Store
6724,Roosevelt,"[41.867405, -87.62659]",The Scout Waterhouse + Kitchen,41.86570128148863,-87.62562869219848,Sports Bar
6725,Roosevelt,"[41.867405, -87.62659]",Sue The T. Rex,41.86637723714925,-87.61698394983296,History Museum
6726,Roosevelt,"[41.867405, -87.62659]",Bikram Yoga Chicago,41.87195648735172,-87.62912614644407,Yoga Studio
6727,Roosevelt,"[41.867405, -87.62659]","Cottontail Park, Chicago",41.86229005777079,-87.62888431549072,Playground
6728,Roosevelt,"[41.867405, -87.62659]",First Draft,41.87325878001629,-87.63056328245837,Sports Bar
6729,Roosevelt,"[41.867405, -87.62659]",Mariano's,41.859329874226404,-87.62962193819476,Grocery Store
6730,Roosevelt,"[41.867405, -87.62659]",The Foundry - Printers Row CrossFit,41.87298999371792,-87.63057096254744,Gym / Fitness Center
6731,Roosevelt,"[41.867405, -87.62659]",Taco Maya,41.871135260235036,-87.62763904534087,Taco Place
6732,Roosevelt,"[41.867405, -87.62659]",Auditorium Theatre,41.87605807115569,-87.62530297973589,Theater
6733,Roosevelt,"[41.867405, -87.62659]",Hilton,41.8726937,-87.6247328,Hotel
6734,Roosevelt,"[41.867405, -87.62659]",The Blackstone Hotel,41.8733507,-87.6244633,Hotel
6735,Roosevelt,"[41.867405, -87.62659]",Museum Campus,41.86663663899534,-87.61433601379395,Other Great Outdoors
6736,Roosevelt,"[41.867405, -87.62659]",Hilton Chicago Athletic Club,41.87263819387745,-87.62554322029,Gym / Fitness Center
6737,Roosevelt,"[41.867405, -87.62659]",Cafecito,41.87572380188488,-87.62638570202324,Cuban Restaurant
6738,Roosevelt,"[41.867405, -87.62659]",The Field Museum Main Store,41.866322118058896,-87.61703802745275,Gift Shop
6739,Roosevelt,"[41.867405, -87.62659]",Ping Tom Memorial Park,41.85912021973901,-87.63257673903213,Park
6740,Roosevelt,"[41.867405, -87.62659]",Soldier Field,41.86264547214159,-87.61675052733133,Football Stadium
6741,Roosevelt,"[41.867405, -87.62659]",Target,41.868379072280334,-87.63098943183968,Big Box Store
6742,Roosevelt,"[41.867405, -87.62659]",Acadia,41.85903,-87.625409,New American Restaurant
6743,Roosevelt,"[41.867405, -87.62659]",Shedd Aquarium,41.867549834147724,-87.61417877225513,Aquarium
6744,Roosevelt,"[41.867405, -87.62659]",Hostelling International Chicago,41.875757281650046,-87.6265365883164,Hostel
6745,Roosevelt,"[41.867405, -87.62659]",Kim & Carlo's Chicago Style Hot Dogs,41.86756346237103,-87.61586707698567,Hot Dog Joint
6746,Roosevelt,"[41.867405, -87.62659]",SummerDance,41.87380378248589,-87.62333525297535,Dance Studio
6747,Roosevelt,"[41.867405, -87.62659]",Clarence Buckingham Memorial Fountain,41.87593901708365,-87.61932969966523,Fountain
6748,Roosevelt,"[41.867405, -87.62659]",Orangetheory Fitness,41.87000373618582,-87.62756552359002,Gym / Fitness Center
6749,Roosevelt,"[41.867405, -87.62659]",Shedd Aquarium Store,41.867561714052655,-87.61443174842934,Gift Shop
6750,Roosevelt,"[41.867405, -87.62659]",Tapas Valencia,41.861086737552476,-87.62730931909886,Tapas Restaurant
6751,Roosevelt,"[41.867405, -87.62659]",Grant Park,41.8766257847394,-87.61926269478862,Park
6752,Roosevelt,"[41.867405, -87.62659]",Whole Foods Market,41.86801034360315,-87.63842669234097,Grocery Store
6753,Roosevelt,"[41.867405, -87.62659]",Gen. John Logan Horse Statue,41.87063053283893,-87.62348451264027,Public Art
6754,Roosevelt,"[41.867405, -87.62659]",Weather Mark Tavern,41.86192095459832,-87.62394023456963,Bar
6755,Roosevelt,"[41.867405, -87.62659]",Grant Park Stage,41.870087,-87.618912,Music Venue
6756,Roosevelt,"[41.867405, -87.62659]",Wild Reef,41.86749810251407,-87.61408396699156,Aquarium
6757,Roosevelt,"[41.867405, -87.62659]",United Club,41.86229005777079,-87.61566638946533,Football Stadium
6758,Roosevelt,"[41.867405, -87.62659]",720 South Bar & Grill,41.87291638368289,-87.6243502238978,Hotel Bar
6759,Roosevelt,"[41.867405, -87.62659]",TeaPotBrew Bakery,41.857845,-87.625431,Café
6760,Roosevelt,"[41.867405, -87.62659]",Caribbean Reef Tank,41.86757285234369,-87.61409933935225,Aquarium
6761,Roosevelt,"[41.867405, -87.62659]",CorePower Yoga,41.867045,-87.641079,Yoga Studio
6762,Roosevelt,"[41.867405, -87.62659]",Dollop Coffee & Tea,41.87692470762472,-87.62886354493715,Coffee Shop
6763,Roosevelt,"[41.867405, -87.62659]",Half Sour,41.87224147922263,-87.63046115158613,American Restaurant
6764,Roosevelt,"[41.867405, -87.62659]",Portillo's,41.8703068,-87.6401416,Hot Dog Joint
6765,Roosevelt,"[41.867405, -87.62659]",Manny's Cafeteria & Delicatessen,41.86793066712168,-87.64199136595965,Sandwich Place
6766,Roosevelt,"[41.867405, -87.62659]",Dmk @ Soldier Field,41.861751449209166,-87.61690479967245,Burger Joint
6767,Roosevelt,"[41.867405, -87.62659]",Symphony Center (Chicago Symphony Orchestra),41.87927535633318,-87.62468041570357,Concert Hall
6768,Roosevelt,"[41.867405, -87.62659]",Garrett Popcorn Shops,41.878174543159915,-87.6288823334721,Snack Place
6769,Roosevelt,"[41.867405, -87.62659]",M Lounge,41.861327409617324,-87.62590069668688,Lounge
6770,Roosevelt,"[41.867405, -87.62659]",Fred Anderson Park,41.859403027573734,-87.62513168780856,Park
6771,Roosevelt,"[41.867405, -87.62659]",The South Garden,41.87862583230066,-87.62420653764168,Garden
6772,Roosevelt,"[41.867405, -87.62659]",South Coast Sushi,41.85892729377474,-87.6239736701231,Sushi Restaurant
6773,Rosemont,"[41.983507, -87.859388]",Hyatt Regency O'Hare Chicago,41.98127035108448,-87.85921886633744,Hotel
6774,Rosemont,"[41.983507, -87.859388]",Gibsons Bar & Steakhouse,41.97869673800316,-87.86319115716775,Steakhouse
6775,Rosemont,"[41.983507, -87.859388]",Morton's The Steakhouse,41.98005438937561,-87.8650549680969,Steakhouse
6776,Rosemont,"[41.983507, -87.859388]",Hyatt - Executive Wing,41.98146693192725,-87.85794266888709,Hotel
6777,Rosemont,"[41.983507, -87.859388]",Giordano's,41.991159,-87.8611669,Pizza Place
6778,Rosemont,"[41.983507, -87.859388]",The Capital Grille,41.97492329011118,-87.86291641285248,American Restaurant
6779,Rosemont,"[41.983507, -87.859388]",iFLY - Chicago Rosemont,41.979215,-87.868593,Other Great Outdoors
6780,Rosemont,"[41.983507, -87.859388]",Carlucci Rosemont,41.98763377765959,-87.85921169622286,Italian Restaurant
6781,Rosemont,"[41.983507, -87.859388]",Fogo de Chão,41.9773855,-87.8682632,Brazilian Restaurant
6782,Rosemont,"[41.983507, -87.859388]",Loews Chicago O’Hare Hotel,41.97447905529182,-87.86319955330038,Hotel
6783,Rosemont,"[41.983507, -87.859388]",Starbucks,41.988879,-87.861276,Coffee Shop
6784,Rosemont,"[41.983507, -87.859388]",CTA Blue Line,41.983568245202825,-87.85354392924272,Train
6785,Rosemont,"[41.983507, -87.859388]",Cilantro Taco Grill,41.99233440684015,-87.86361916126133,Taco Place
6786,Rosemont,"[41.983507, -87.859388]",Parkway Bank Park at Rosemont,41.97864399793689,-87.8676656391523,Plaza
6787,Rosemont,"[41.983507, -87.859388]",Rosemont Park District - Monument Park (Waterfalls),41.990482111357174,-87.86191817536083,Scenic Lookout
6788,Rosemont,"[41.983507, -87.859388]",Maria's Mexican Restaurant,41.97351976646065,-87.86389111419884,Mexican Restaurant
6789,Rosemont,"[41.983507, -87.859388]",DoubleTree by Hilton,41.9784042,-87.8631002,Hotel
6790,Rosemont,"[41.983507, -87.859388]",Rosemont Theatre,41.97609985570646,-87.86464095960426,Theater
6791,Rosemont,"[41.983507, -87.859388]",Hampton Inn & Suites,41.99282407051163,-87.86219626665115,Hotel
6792,Rosemont,"[41.983507, -87.859388]",Hyatt Regency Stay Fit Gym,41.981247229714405,-87.85923926986692,Gym
6793,Rosemont,"[41.983507, -87.859388]",McCormick & Schmick's,41.973994724063836,-87.86274075508118,Seafood Restaurant
6794,Rosemont,"[41.983507, -87.859388]",Bub City,41.9782169207742,-87.86752367374926,BBQ Joint
6795,Rosemont,"[41.983507, -87.859388]",Lolli & Pops,41.97424356692808,-87.86733961912724,Candy Store
6796,Rosemont,"[41.983507, -87.859388]",Truluck’s,41.975007,-87.870367,Seafood Restaurant
6797,Rosemont,"[41.983507, -87.859388]",AMC Rosemont 18,41.97996368858876,-87.86754933763606,Multiplex
6798,Rosemont,"[41.983507, -87.859388]",Kings Dining & Entertainment,41.979028070480474,-87.86753743715758,Bowling Alley
6799,Rosemont,"[41.983507, -87.859388]",Gucci Outlet,41.97520702381578,-87.86756269311525,Women's Store
6800,Rosemont,"[41.983507, -87.859388]",Hofbräuhaus,41.97854013005514,-87.86850974943825,Bavarian Restaurant
6801,Rosemont,"[41.983507, -87.859388]",Coach Factory Outlet,41.974982225155415,-87.86790532654491,Accessories Store
6802,Rosemont,"[41.983507, -87.859388]",Burberry,41.9744321,-87.8670871,Boutique
6803,Rosemont,"[41.983507, -87.859388]",lululemon athletica,41.974435,-87.866621,Clothing Store
6804,Rosemont,"[41.983507, -87.859388]",Banana Republic Factory Outlet,41.97428458797266,-87.86692770987774,Clothing Store
6805,Rosemont,"[41.983507, -87.859388]",Joe's Live,41.978277308808934,-87.86755196423195,Music Venue
6806,Rosemont,"[41.983507, -87.859388]",Moretti's Ristorante & Pizzeria,41.992267621162284,-87.8643836857414,Italian Restaurant
6807,Rosemont,"[41.983507, -87.859388]",Zanies Comedy Club,41.978126079232176,-87.86783814053841,Comedy Club
6808,Rosemont,"[41.983507, -87.859388]",The Westin O'Hare,41.9888534,-87.8613331,Hotel
6809,Rosemont,"[41.983507, -87.859388]",J.Crew Factory Store,41.97544759717346,-87.86763632284419,Outlet Store
6810,Rosemont,"[41.983507, -87.859388]",Cole Haan,41.9750569,-87.8680191,Shoe Store
6811,Rosemont,"[41.983507, -87.859388]",Hugo's Frog Bar & Chop House,41.997858382968765,-87.86421026231514,Steakhouse
6812,Rosemont,"[41.983507, -87.859388]",Haagen-Dazs,41.97451850001739,-87.86754138011385,Ice Cream Shop
6813,Rosemont,"[41.983507, -87.859388]",Nordstrom Rack,41.975010632609326,-87.86699189806319,Discount Store
6814,Rosemont,"[41.983507, -87.859388]",Fashion Outlets of Chicago,41.9751235,-87.867975,Shopping Mall
6815,Rosemont,"[41.983507, -87.859388]",Carmine’s Rosemont,41.974941,-87.870048,Italian Restaurant
6816,Rosemont,"[41.983507, -87.859388]",Chicago Marriott Ohare Conceirge Lounge,41.98537892612174,-87.84125337238231,Hotel Bar
6817,Rosemont,"[41.983507, -87.859388]","The Rose Hotel Chicago O’Hare, Tapestry Collection by Hilton",41.9741928,-87.8705605,Hotel
6818,Rosemont,"[41.983507, -87.859388]",Murray Bros. Caddyshack,41.9774207,-87.8647041,Theme Restaurant
6819,Rosemont,"[41.983507, -87.859388]",Starbucks - Fashion Outlets,41.9751736634765,-87.86801519259325,Coffee Shop
6820,Rosemont,"[41.983507, -87.859388]",Tommy Hilfiger,41.976060714899276,-87.86760551735166,Clothing Store
6821,Rosemont,"[41.983507, -87.859388]",Catherine Chevalier Woods,41.97909738096305,-87.85272002220154,Forest
6822,Rosemont,"[41.983507, -87.859388]",Maoz Vegetarian,41.97453905088931,-87.8676421717579,Vegetarian / Vegan Restaurant
6823,Rosemont,"[41.983507, -87.859388]",Godiva Chocolatier,41.9745779,-87.8676422,Candy Store
6824,Rosemont,"[41.983507, -87.859388]",Bath & Body Works,41.974095,-87.867459,Cosmetics Shop
6825,Rosemont,"[41.983507, -87.859388]",Chicago Harley-Davidson,41.9780992,-87.8683865,Motorcycle Shop
6826,Rosemont,"[41.983507, -87.859388]",Mariano's Fresh Market,41.9875168,-87.8376073,Grocery Store
